,fold
G_PMD2495_G_60_5121_9729_img.tif,2
PMD1605_110_X1025Y4097G_img.tif,3
G_PMD2495_G_150_12801_2049_img.tif,0
PMD1605_110_X8193Y11777G_img.tif,1
PMD1605_034_X1537Y1025G_img.tif,2
G_PMD2495_G_120_16897_3073_img.tif,3
G_PMD2495_G_60_10753_4097_img.tif,0
G_PMD2495_G_120_3585_7681_img.tif,1
PMD1605_140_X4097Y12801R_img.tif,2
PMD1605_110_X7681Y7681R_img.tif,3
G_PMD2495_G_150_10241_15361_img.tif,0
PMD1605_110_X1025Y513R_img.tif,1
G_PMD2495_G_150_9729_20481_img.tif,2
G_PMD2495_G_120_6657_2049_img.tif,3
G_PMD2495_G_150_7681_16897_img.tif,0
G_PMD2495_G_60_9217_19457_img.tif,1
PTM837_028_7681_10753_img.tif,2
G_PMD2495_G_120_18945_1537_img.tif,3
PMD1605_034_X4609Y7169G_img.tif,0
PMD1605_140_X6657Y2561G_img.tif,1
G_PMD2495_G_150_8705_2561_img.tif,2
G_PMD2495_G_150_18433_8193_img.tif,3
G_PMD2495_G_120_22017_15361_img.tif,0
G_PMD2495_G_60_10753_13825_img.tif,1
G_PMD2495_G_150_14849_513_img.tif,2
PMD1605_140_X8705Y513G_img.tif,3
PMD1605_110_X8193Y2049G_img.tif,0
G_PMD2495_G_150_18433_20481_img.tif,1
G_PMD2495_G_120_21505_1_img.tif,2
PTM837_113_8193_5121_img.tif,3
G_PMD2495_G_60_5633_2561_img.tif,0
PTM837_113_7169_3073_img.tif,1
G_PMD2495_G_150_14849_22017_img.tif,2
G_PMD2495_G_120_4609_2561_img.tif,3
G_PMD2495_G_120_6657_22017_img.tif,0
G_PMD2495_G_150_12289_23041_img.tif,1
G_PMD2495_G_60_9217_15361_img.tif,2
PTM837_027_7169_1537_img.tif,3
G_PMD2495_G_150_6657_20993_img.tif,0
G_PMD2495_G_60_4609_10241_img.tif,1
G_PMD2495_G_150_8705_12801_img.tif,2
G_PMD2495_G_60_1537_9217_img.tif,3
G_PMD2495_G_60_3073_10241_img.tif,0
G_PMD2495_G_60_12801_23041_img.tif,1
G_PMD2495_G_60_3073_8193_img.tif,2
PMD1605_140_X1537Y10241R_img.tif,3
G_PMD2495_G_150_513_12289_img.tif,0
G_PMD2495_G_150_2049_13825_img.tif,1
G_PMD2495_G_60_12289_2561_img.tif,2
PTM837_114_1_7681_img.tif,3
PMD1605_140_X7681Y9729R_img.tif,0
G_PMD2495_G_120_7681_16385_img.tif,1
G_PMD2495_G_60_7169_21505_img.tif,2
G_PMD2495_G_120_10753_19969_img.tif,3
PMD1605_140_X9217Y13825G_img.tif,0
PMD1605_140_X4097Y3585G_img.tif,1
G_PMD2495_G_150_22529_13313_img.tif,2
PMD1605_110_X1025Y4609R_img.tif,3
G_PMD2495_G_150_10753_7681_img.tif,0
G_PMD2495_G_150_3073_5633_img.tif,1
G_PMD2495_G_150_11777_23041_img.tif,2
PTM837_114_3585_6657_img.tif,3
G_PMD2495_G_120_4609_16385_img.tif,0
G_PMD2495_G_120_12801_4097_img.tif,1
PTM837_028_2049_1_img.tif,2
G_PMD2495_G_120_513_6657_img.tif,3
PMD1605_110_X1025Y1G_img.tif,0
G_PMD2495_G_60_8705_7169_img.tif,1
PMD1605_034_X6657Y9729G_img.tif,2
G_PMD2495_G_150_13313_5633_img.tif,3
G_PMD2495_G_60_3073_15361_img.tif,0
PTM837_114_7681_4097_img.tif,1
G_PMD2495_G_120_18433_4609_img.tif,2
PTM837_113_3585_5633_img.tif,3
PTM837_028_6145_3073_img.tif,0
G_PMD2495_G_150_1537_17409_img.tif,1
G_PMD2495_G_60_13825_3073_img.tif,2
PMD1605_110_X6145Y8193R_img.tif,3
G_PMD2495_G_60_7169_10753_img.tif,0
PMD1605_140_X2049Y5633R_img.tif,1
PTM837_114_9217_1025_img.tif,2
PTM837_028_7681_13313_img.tif,3
PTM837_027_6657_9217_img.tif,0
PMD1605_140_X513Y10753R_img.tif,1
G_PMD2495_G_60_1537_1025_img.tif,2
G_PMD2495_G_120_12801_17921_img.tif,3
G_PMD2495_G_120_4097_21505_img.tif,0
PMD1605_110_X1537Y4609R_img.tif,1
PMD1605_140_X1537Y513R_img.tif,2
G_PMD2495_G_150_4609_11777_img.tif,3
G_PMD2495_G_150_17921_23041_img.tif,0
PTM837_114_3073_11777_img.tif,1
PMD1605_140_X8705Y9217G_img.tif,2
PTM837_027_6657_12289_img.tif,3
PTM837_027_8705_5633_img.tif,0
G_PMD2495_G_150_15873_10241_img.tif,1
PTM837_028_3585_7169_img.tif,2
G_PMD2495_G_150_14337_13825_img.tif,3
PTM837_028_6145_2049_img.tif,0
G_PMD2495_G_120_17409_9729_img.tif,1
G_PMD2495_G_120_5121_20993_img.tif,2
PTM837_113_9217_513_img.tif,3
PMD1605_140_X1025Y12801G_img.tif,0
G_PMD2495_G_150_14337_15873_img.tif,1
G_PMD2495_G_120_11777_4097_img.tif,2
PTM837_027_7681_513_img.tif,3
G_PMD2495_G_60_2049_9729_img.tif,0
PTM837_028_1_7169_img.tif,1
PMD1605_034_X1025Y2561G_img.tif,2
PTM837_028_7169_7169_img.tif,3
G_PMD2495_G_150_20993_1025_img.tif,0
G_PMD2495_G_120_17921_10753_img.tif,1
G_PMD2495_G_120_17409_10753_img.tif,2
G_PMD2495_G_60_7169_18945_img.tif,3
G_PMD2495_G_150_14849_12801_img.tif,0
G_PMD2495_G_120_12801_11265_img.tif,1
G_PMD2495_G_60_4609_11265_img.tif,2
PMD1605_110_X1Y7681G_img.tif,3
PTM837_027_9217_1025_img.tif,0
PTM837_028_9217_8705_img.tif,1
G_PMD2495_G_150_5121_8705_img.tif,2
G_PMD2495_G_120_20993_16385_img.tif,3
PTM837_028_5633_3073_img.tif,0
G_PMD2495_G_60_11777_18945_img.tif,1
PTM837_028_2561_3585_img.tif,2
G_PMD2495_G_120_8193_11265_img.tif,3
PMD1605_110_X5121Y1537R_img.tif,0
G_PMD2495_G_150_3585_5633_img.tif,1
PTM837_114_513_4097_img.tif,2
PTM837_113_4609_5633_img.tif,3
G_PMD2495_G_150_19969_3585_img.tif,0
PMD1605_140_X9217Y3585R_img.tif,1
G_PMD2495_G_120_15873_7681_img.tif,2
PMD1605_110_X6145Y2049R_img.tif,3
PMD1605_140_X5121Y7681R_img.tif,0
PMD1605_140_X7169Y12289R_img.tif,1
G_PMD2495_G_150_22529_513_img.tif,2
PMD1605_110_X513Y1025R_img.tif,3
G_PMD2495_G_150_14337_5633_img.tif,0
PTM837_114_5121_6145_img.tif,1
G_PMD2495_G_120_11777_7681_img.tif,2
PMD1605_140_X9217Y513R_img.tif,3
G_PMD2495_G_150_10753_513_img.tif,0
PTM837_114_2049_4609_img.tif,1
PTM837_027_2049_1025_img.tif,2
G_PMD2495_G_150_19457_4609_img.tif,3
G_PMD2495_G_150_19969_12289_img.tif,0
G_PMD2495_G_60_8705_8193_img.tif,1
G_PMD2495_G_150_12801_1_img.tif,2
G_PMD2495_G_150_6657_8705_img.tif,3
PMD1605_110_X5633Y7681R_img.tif,0
G_PMD2495_G_150_13825_9217_img.tif,1
PTM837_114_4609_1_img.tif,2
PMD1605_140_X1025Y1537R_img.tif,3
G_PMD2495_G_120_14337_21505_img.tif,0
G_PMD2495_G_150_15361_16385_img.tif,1
G_PMD2495_G_150_16385_23041_img.tif,2
G_PMD2495_G_150_9217_14337_img.tif,3
PMD1605_140_X2561Y2049R_img.tif,0
G_PMD2495_G_120_12801_1537_img.tif,1
G_PMD2495_G_120_17921_3073_img.tif,2
G_PMD2495_G_60_1537_14337_img.tif,3
G_PMD2495_G_120_14337_12801_img.tif,0
G_PMD2495_G_120_15361_16897_img.tif,1
G_PMD2495_G_60_1025_1_img.tif,2
G_PMD2495_G_60_2561_8193_img.tif,3
G_PMD2495_G_120_22529_10241_img.tif,0
G_PMD2495_G_60_2561_18945_img.tif,1
G_PMD2495_G_150_15361_7681_img.tif,2
G_PMD2495_G_120_6145_15873_img.tif,3
PMD1605_110_X7681Y9217G_img.tif,0
PTM837_113_2561_1_img.tif,1
G_PMD2495_G_150_22017_2049_img.tif,2
G_PMD2495_G_120_1537_18433_img.tif,3
G_PMD2495_G_150_5121_22017_img.tif,0
G_PMD2495_G_150_8705_4609_img.tif,1
PMD1605_110_X1Y10753R_img.tif,2
PMD1605_140_X8193Y13313G_img.tif,3
G_PMD2495_G_150_20481_22529_img.tif,0
G_PMD2495_G_60_5121_1537_img.tif,1
PMD1605_110_X1025Y8193R_img.tif,2
G_PMD2495_G_120_5633_8705_img.tif,3
PMD1605_034_X1025Y5121G_img.tif,0
PMD1605_140_X7169Y513R_img.tif,1
G_PMD2495_G_150_8193_22529_img.tif,2
G_PMD2495_G_120_14337_10241_img.tif,3
PMD1605_034_X6657Y6657G_img.tif,0
PTM837_027_1025_12289_img.tif,1
G_PMD2495_G_120_10753_9729_img.tif,2
PMD1605_140_X2049Y3585R_img.tif,3
G_PMD2495_G_60_5633_9729_img.tif,0
G_PMD2495_G_150_10241_6145_img.tif,1
G_PMD2495_G_120_13825_3585_img.tif,2
G_PMD2495_G_120_4097_9729_img.tif,3
PMD1605_140_X3073Y513G_img.tif,0
G_PMD2495_G_60_513_2561_img.tif,1
G_PMD2495_G_150_15361_15873_img.tif,2
PMD1605_140_X3073Y5121G_img.tif,3
PTM837_113_9217_2561_img.tif,0
G_PMD2495_G_150_1_8705_img.tif,1
PMD1605_140_X4097Y13313G_img.tif,2
PTM837_027_3073_3073_img.tif,3
G_PMD2495_G_120_15873_8193_img.tif,0
PTM837_027_8193_1_img.tif,1
G_PMD2495_G_150_4609_22017_img.tif,2
PMD1605_110_X6657Y3585G_img.tif,3
G_PMD2495_G_120_10753_11777_img.tif,0
PMD1605_110_X2561Y7681R_img.tif,1
G_PMD2495_G_120_12289_17409_img.tif,2
PMD1605_110_X8705Y10753R_img.tif,3
PMD1605_110_X5121Y9729G_img.tif,0
G_PMD2495_G_150_10241_20993_img.tif,1
PMD1605_140_X1537Y10753G_img.tif,2
PTM837_027_9217_10753_img.tif,3
G_PMD2495_G_150_6145_14849_img.tif,0
PTM837_113_6657_1537_img.tif,1
PTM837_027_8705_1025_img.tif,2
PTM837_113_1025_3585_img.tif,3
PTM837_028_2049_2049_img.tif,0
G_PMD2495_G_120_1025_12801_img.tif,1
PMD1605_110_X6145Y513R_img.tif,2
PTM837_028_1537_1_img.tif,3
G_PMD2495_G_150_18945_513_img.tif,0
PTM837_028_5121_5121_img.tif,1
PMD1605_034_X5121Y1025G_img.tif,2
G_PMD2495_G_150_10753_23041_img.tif,3
G_PMD2495_G_60_4609_19457_img.tif,0
G_PMD2495_G_120_22529_17921_img.tif,1
PTM837_113_8193_3585_img.tif,2
G_PMD2495_G_60_1_16385_img.tif,3
G_PMD2495_G_60_7681_17409_img.tif,0
G_PMD2495_G_150_16897_1025_img.tif,1
PMD1605_140_X8193Y11777R_img.tif,2
PTM837_114_6657_5633_img.tif,3
G_PMD2495_G_60_3073_6657_img.tif,0
PTM837_113_9217_11777_img.tif,1
G_PMD2495_G_150_4609_9729_img.tif,2
PMD1605_110_X7681Y8705R_img.tif,3
G_PMD2495_G_120_4609_19457_img.tif,0
G_PMD2495_G_150_3073_2561_img.tif,1
G_PMD2495_G_120_21505_7169_img.tif,2
G_PMD2495_G_60_7681_513_img.tif,3
G_PMD2495_G_120_5121_22529_img.tif,0
G_PMD2495_G_150_20481_1025_img.tif,1
PMD1605_110_X3585Y10753R_img.tif,2
G_PMD2495_G_150_11777_14849_img.tif,3
PTM837_114_1537_10241_img.tif,0
PMD1605_110_X4097Y8193R_img.tif,1
G_PMD2495_G_60_13825_16385_img.tif,2
G_PMD2495_G_60_1_20481_img.tif,3
G_PMD2495_G_120_5121_15361_img.tif,0
PTM837_027_8705_2561_img.tif,1
G_PMD2495_G_150_513_17409_img.tif,2
G_PMD2495_G_150_1_17921_img.tif,3
PMD1605_140_X1025Y2561R_img.tif,0
PTM837_113_2049_10753_img.tif,1
PMD1605_110_X4609Y11777R_img.tif,2
PTM837_028_1537_2049_img.tif,3
G_PMD2495_G_150_17921_6657_img.tif,0
G_PMD2495_G_150_6145_13825_img.tif,1
PMD1605_034_X2561Y513G_img.tif,2
PTM837_113_6657_1025_img.tif,3
G_PMD2495_G_60_11777_4097_img.tif,0
G_PMD2495_G_150_6657_17921_img.tif,1
G_PMD2495_G_60_2561_4097_img.tif,2
G_PMD2495_G_120_17409_20993_img.tif,3
G_PMD2495_G_120_3073_13313_img.tif,0
PMD1605_140_X9217Y5633R_img.tif,1
G_PMD2495_G_150_14849_13313_img.tif,2
G_PMD2495_G_150_6657_23041_img.tif,3
G_PMD2495_G_60_1_10753_img.tif,0
PTM837_028_9217_9729_img.tif,1
PMD1605_110_X9729Y6657R_img.tif,2
G_PMD2495_G_120_20993_5121_img.tif,3
G_PMD2495_G_150_12289_21505_img.tif,0
G_PMD2495_G_150_3073_15361_img.tif,1
PMD1605_110_X2049Y5121R_img.tif,2
PMD1605_140_X6145Y5121G_img.tif,3
G_PMD2495_G_120_16897_12289_img.tif,0
G_PMD2495_G_60_7169_14337_img.tif,1
PMD1605_034_X1Y9729G_img.tif,2
G_PMD2495_G_120_16385_1025_img.tif,3
G_PMD2495_G_60_12801_16385_img.tif,0
G_PMD2495_G_120_513_21505_img.tif,1
G_PMD2495_G_60_2049_23041_img.tif,2
PTM837_113_4097_11265_img.tif,3
G_PMD2495_G_120_3585_11265_img.tif,0
G_PMD2495_G_150_7169_6145_img.tif,1
G_PMD2495_G_150_13825_20993_img.tif,2
G_PMD2495_G_120_13825_17921_img.tif,3
G_PMD2495_G_150_12801_9729_img.tif,0
PTM837_114_1025_6145_img.tif,1
PTM837_027_513_2561_img.tif,2
G_PMD2495_G_150_8705_9729_img.tif,3
PMD1605_110_X3585Y4097G_img.tif,0
G_PMD2495_G_120_21505_8705_img.tif,1
PTM837_027_8705_11777_img.tif,2
PMD1605_140_X9217Y5121R_img.tif,3
PTM837_028_5633_1_img.tif,0
PTM837_027_7169_1_img.tif,1
G_PMD2495_G_120_513_1_img.tif,2
G_PMD2495_G_120_2561_18945_img.tif,3
PMD1605_140_X7681Y8193R_img.tif,0
G_PMD2495_G_120_16385_3073_img.tif,1
G_PMD2495_G_150_12801_10753_img.tif,2
G_PMD2495_G_150_6657_20481_img.tif,3
PTM837_113_2561_5633_img.tif,0
G_PMD2495_G_60_4609_11777_img.tif,1
G_PMD2495_G_120_5633_13825_img.tif,2
PMD1605_140_X1025Y5121G_img.tif,3
G_PMD2495_G_150_19457_1025_img.tif,0
G_PMD2495_G_150_13825_2049_img.tif,1
PTM837_028_2561_1025_img.tif,2
PTM837_028_3585_6145_img.tif,3
G_PMD2495_G_120_10753_19457_img.tif,0
PTM837_114_7681_10753_img.tif,1
PMD1605_034_X4609Y1537G_img.tif,2
G_PMD2495_G_120_22529_18945_img.tif,3
G_PMD2495_G_150_2561_20993_img.tif,0
G_PMD2495_G_150_21505_10753_img.tif,1
G_PMD2495_G_150_4609_6145_img.tif,2
PMD1605_110_X1025Y8705R_img.tif,3
PMD1605_140_X8193Y11265R_img.tif,0
G_PMD2495_G_60_10241_4097_img.tif,1
PTM837_028_2561_12801_img.tif,2
PMD1605_110_X7169Y6145R_img.tif,3
PMD1605_110_X10241Y7681R_img.tif,0
PMD1605_140_X513Y2049G_img.tif,1
G_PMD2495_G_60_513_5633_img.tif,2
PMD1605_140_X6657Y8193R_img.tif,3
G_PMD2495_G_120_3585_5121_img.tif,0
G_PMD2495_G_150_3073_9217_img.tif,1
G_PMD2495_G_60_13313_2561_img.tif,2
G_PMD2495_G_120_9729_22017_img.tif,3
G_PMD2495_G_150_18945_15873_img.tif,0
PTM837_113_4609_9729_img.tif,1
PMD1605_034_X5121Y1G_img.tif,2
G_PMD2495_G_150_18945_5633_img.tif,3
G_PMD2495_G_150_20481_10241_img.tif,0
PMD1605_140_X7681Y12289R_img.tif,1
PTM837_113_513_6657_img.tif,2
G_PMD2495_G_60_13825_1_img.tif,3
PTM837_028_9217_5633_img.tif,0
G_PMD2495_G_60_6657_1_img.tif,1
PTM837_027_6657_2049_img.tif,2
PMD1605_140_X3073Y8705G_img.tif,3
PMD1605_110_X3073Y2049R_img.tif,0
G_PMD2495_G_150_7681_17921_img.tif,1
G_PMD2495_G_120_17921_15361_img.tif,2
PMD1605_110_X513Y3073R_img.tif,3
PMD1605_110_X10241Y1G_img.tif,0
G_PMD2495_G_150_10753_1025_img.tif,1
PMD1605_110_X1Y7169G_img.tif,2
PTM837_113_6657_2561_img.tif,3
PMD1605_110_X9729Y9729R_img.tif,0
PTM837_114_3073_3585_img.tif,1
G_PMD2495_G_150_9217_7681_img.tif,2
G_PMD2495_G_150_16385_9729_img.tif,3
PTM837_028_1025_13313_img.tif,0
PMD1605_110_X2049Y4609R_img.tif,1
G_PMD2495_G_120_16385_2049_img.tif,2
PTM837_027_4609_10241_img.tif,3
G_PMD2495_G_60_11777_10753_img.tif,0
PMD1605_110_X2049Y1025R_img.tif,1
G_PMD2495_G_60_13313_6145_img.tif,2
G_PMD2495_G_120_9729_8705_img.tif,3
G_PMD2495_G_150_16385_10241_img.tif,0
G_PMD2495_G_60_4097_12801_img.tif,1
G_PMD2495_G_120_18433_13313_img.tif,2
PTM837_114_8705_8193_img.tif,3
PTM837_113_3585_10241_img.tif,0
G_PMD2495_G_120_8705_21505_img.tif,1
PMD1605_110_X9729Y1G_img.tif,2
G_PMD2495_G_60_5633_3585_img.tif,3
G_PMD2495_G_60_2561_18433_img.tif,0
PTM837_027_8193_4097_img.tif,1
PTM837_028_1_5633_img.tif,2
PMD1605_110_X2561Y1025G_img.tif,3
PTM837_114_7169_3585_img.tif,0
G_PMD2495_G_60_5633_5633_img.tif,1
G_PMD2495_G_120_9729_23041_img.tif,2
G_PMD2495_G_150_22529_20993_img.tif,3
G_PMD2495_G_150_20993_5633_img.tif,0
PMD1605_034_X3585Y2049G_img.tif,1
PMD1605_034_X4609Y1025G_img.tif,2
G_PMD2495_G_120_17409_16385_img.tif,3
G_PMD2495_G_60_9217_21505_img.tif,0
PMD1605_140_X4097Y13825G_img.tif,1
G_PMD2495_G_120_23041_22529_img.tif,2
PTM837_027_4097_11265_img.tif,3
PTM837_028_1537_10241_img.tif,0
G_PMD2495_G_150_4097_19969_img.tif,1
G_PMD2495_G_150_5121_6657_img.tif,2
PMD1605_110_X3073Y1025G_img.tif,3
PMD1605_034_X4609Y1G_img.tif,0
G_PMD2495_G_120_9217_18433_img.tif,1
G_PMD2495_G_150_16897_6145_img.tif,2
PMD1605_140_X2049Y10241G_img.tif,3
G_PMD2495_G_150_7681_14849_img.tif,0
PTM837_114_8705_3585_img.tif,1
G_PMD2495_G_150_8193_18433_img.tif,2
G_PMD2495_G_120_18433_10753_img.tif,3
PTM837_114_6145_2561_img.tif,0
G_PMD2495_G_120_15873_3585_img.tif,1
G_PMD2495_G_60_5121_12289_img.tif,2
PTM837_114_2561_6657_img.tif,3
PTM837_114_5633_513_img.tif,0
G_PMD2495_G_150_20993_9729_img.tif,1
G_PMD2495_G_120_9729_15873_img.tif,2
PMD1605_034_X513Y6145G_img.tif,3
G_PMD2495_G_60_10241_23041_img.tif,0
PTM837_028_9217_1025_img.tif,1
PTM837_113_6145_6657_img.tif,2
G_PMD2495_G_60_1025_10753_img.tif,3
G_PMD2495_G_60_8705_17921_img.tif,0
PMD1605_140_X4097Y5633R_img.tif,1
G_PMD2495_G_120_22529_13313_img.tif,2
PMD1605_110_X5121Y5633R_img.tif,3
G_PMD2495_G_120_8705_12801_img.tif,0
G_PMD2495_G_150_9217_20481_img.tif,1
PMD1605_110_X5633Y513G_img.tif,2
G_PMD2495_G_60_3073_12289_img.tif,3
PMD1605_110_X8193Y3073R_img.tif,0
PTM837_114_4609_3073_img.tif,1
G_PMD2495_G_150_20481_9217_img.tif,2
PTM837_114_3585_11265_img.tif,3
PTM837_027_6657_10241_img.tif,0
G_PMD2495_G_120_1025_18945_img.tif,1
PMD1605_140_X9729Y10753G_img.tif,2
G_PMD2495_G_120_7681_19457_img.tif,3
PTM837_027_4609_12801_img.tif,0
PTM837_114_2561_10241_img.tif,1
G_PMD2495_G_120_19969_18945_img.tif,2
G_PMD2495_G_150_15361_5633_img.tif,3
G_PMD2495_G_120_1025_20481_img.tif,0
PTM837_114_6145_6657_img.tif,1
PTM837_028_513_513_img.tif,2
G_PMD2495_G_150_20993_3585_img.tif,3
G_PMD2495_G_150_4097_10753_img.tif,0
G_PMD2495_G_150_4609_3585_img.tif,1
PMD1605_140_X2561Y7681R_img.tif,2
G_PMD2495_G_150_1025_1537_img.tif,3
G_PMD2495_G_120_2561_14337_img.tif,0
G_PMD2495_G_150_22529_5121_img.tif,1
G_PMD2495_G_120_8193_16897_img.tif,2
G_PMD2495_G_120_19969_19969_img.tif,3
G_PMD2495_G_60_6145_20993_img.tif,0
G_PMD2495_G_150_8193_22017_img.tif,1
PTM837_027_4097_12801_img.tif,2
PMD1605_140_X9729Y4097G_img.tif,3
G_PMD2495_G_150_10241_16385_img.tif,0
PTM837_027_8705_9729_img.tif,1
PMD1605_110_X1025Y4609G_img.tif,2
PMD1605_140_X5121Y1537R_img.tif,3
G_PMD2495_G_120_3073_3585_img.tif,0
PTM837_113_1025_4097_img.tif,1
G_PMD2495_G_120_12289_12801_img.tif,2
G_PMD2495_G_150_7169_21505_img.tif,3
PMD1605_110_X10241Y2561G_img.tif,0
G_PMD2495_G_150_513_4097_img.tif,1
G_PMD2495_G_150_19969_9217_img.tif,2
G_PMD2495_G_150_17921_1_img.tif,3
PTM837_113_5633_7681_img.tif,0
PTM837_113_5633_2049_img.tif,1
PMD1605_140_X9217Y12801G_img.tif,2
G_PMD2495_G_150_21505_14849_img.tif,3
PMD1605_034_X5633Y9217G_img.tif,0
G_PMD2495_G_120_18945_5633_img.tif,1
PTM837_114_2561_2049_img.tif,2
PMD1605_140_X2049Y2049G_img.tif,3
G_PMD2495_G_120_18433_15361_img.tif,0
G_PMD2495_G_60_10753_19969_img.tif,1
G_PMD2495_G_60_5121_13825_img.tif,2
G_PMD2495_G_60_7169_18433_img.tif,3
PTM837_113_5121_12801_img.tif,0
PMD1605_140_X8193Y12289R_img.tif,1
G_PMD2495_G_120_8705_9729_img.tif,2
G_PMD2495_G_60_6145_9729_img.tif,3
G_PMD2495_G_150_4097_14849_img.tif,0
G_PMD2495_G_150_21505_15361_img.tif,1
PTM837_113_2049_6657_img.tif,2
PMD1605_140_X2049Y3073R_img.tif,3
G_PMD2495_G_150_8705_6657_img.tif,0
G_PMD2495_G_150_15873_7169_img.tif,1
G_PMD2495_G_60_5121_6145_img.tif,2
PTM837_028_3585_1_img.tif,3
PMD1605_140_X1Y2049R_img.tif,0
G_PMD2495_G_150_6657_15361_img.tif,1
G_PMD2495_G_60_5633_10753_img.tif,2
G_PMD2495_G_150_22529_20481_img.tif,3
G_PMD2495_G_150_8193_20481_img.tif,0
G_PMD2495_G_60_513_1537_img.tif,1
G_PMD2495_G_60_3073_15873_img.tif,2
PMD1605_110_X2561Y8705G_img.tif,3
PMD1605_034_X5633Y7681G_img.tif,0
PMD1605_034_X513Y5633G_img.tif,1
PMD1605_140_X4097Y3073R_img.tif,2
PTM837_113_8705_5633_img.tif,3
G_PMD2495_G_150_17921_19969_img.tif,0
G_PMD2495_G_60_7169_11777_img.tif,1
G_PMD2495_G_150_10753_6145_img.tif,2
G_PMD2495_G_150_1_22017_img.tif,3
G_PMD2495_G_120_513_7169_img.tif,0
G_PMD2495_G_120_13313_20481_img.tif,1
PMD1605_110_X1025Y3073R_img.tif,2
G_PMD2495_G_60_12801_9217_img.tif,3
PTM837_113_2561_4097_img.tif,0
G_PMD2495_G_60_3585_4609_img.tif,1
PTM837_027_7681_7169_img.tif,2
G_PMD2495_G_150_5121_15361_img.tif,3
G_PMD2495_G_120_17921_17409_img.tif,0
G_PMD2495_G_120_6657_23041_img.tif,1
PMD1605_140_X3073Y7169G_img.tif,2
PTM837_028_1537_1025_img.tif,3
PMD1605_140_X1Y10753G_img.tif,0
G_PMD2495_G_60_8705_13313_img.tif,1
G_PMD2495_G_60_513_10753_img.tif,2
PTM837_027_4097_11777_img.tif,3
G_PMD2495_G_60_10241_19969_img.tif,0
PMD1605_034_X5121Y7681G_img.tif,1
G_PMD2495_G_60_9217_8705_img.tif,2
G_PMD2495_G_120_4097_11265_img.tif,3
PMD1605_140_X4609Y13313G_img.tif,0
PMD1605_140_X2049Y1025R_img.tif,1
G_PMD2495_G_120_5121_19457_img.tif,2
